,lon,lat
213,149.03372676,-30.96999873
214,150.09277586,-35.91753872
215,153.55991461,-28.34085747
216,147.13901446,-33.08346743
217,151.74744628,-29.75580828
218,149.56420441,-32.35135815
219,149.3715427,-35.22309271
220,149.4599535,-36.60007025
221,145.72353828,-35.36075034
222,149.05595808,-34.53015623
223,148.98833193,-35.02977813
224,151.69524433,-32.38313267
225,151.16519241,-31.36412459
226,150.58858232,-29.5309295
227,151.36914438,-32.66977139
228,148.09113204,-35.05841832
229,149.78568185,-35.4705931
230,149.80849674,-36.69271973
231,151.08170831,-34.02582437
232,146.88218907,-30.00536634
233,143.43603953,-35.13997863
234,147.77641593,-30.68182722
235,145.11046154,-30.54525211
236,147.45330678,-29.13414679
237,152.24597587,-32.02692675
238,149.30201939,-34.86711865
239,151.96962726,-31.72621737
240,152.62725916,-30.86262046
241,153.43646186,-28.83009499
242,151.21733372,-33.83036343
243,151.17927218,-33.80303047
244,151.09082818,-30.16330917
245,152.51142913,-32.36148607
246,147.84333693,-34.01404309
247,145.10290052,-29.6780881
248,149.1278459,-31.86649974
249,150.37629132,-32.12300618
250,148.22897001,-35.30311924
251,151.75789989,-32.91891121
252,150.03359406,-30.67559085
253,147.11117587,-35.25946941
254,152.64341889,-31.83704236
255,151.20569825,-33.88571263
256,150.9921777,-33.74569797
257,150.01728719,-29.72134335
258,150.83596399,-34.68554492
259,149.81589049,-34.36706717
260,144.02572031,-35.15065823
261,147.14906991,-34.8149823
262,148.92228365,-34.2369458
263,143.00319775,-30.56293244
264,150.82467512,-33.60997994
265,149.59672119,-32.97124903
266,148.80523657,-32.97221512
267,148.8636912,-33.81859528
268,150.74534565,-34.95697866
269,151.1210335,-33.00568185
270,151.47603887,-32.81692753
271,148.39105268,-30.93915789
272,151.77927808,-29.41009106
273,150.26671772,-31.52333925
274,151.3182081,-33.51053297
275,150.82313481,-33.74389696
276,151.14136402,-33.91523406
277,151.04662137,-31.06627655
278,151.48463575,-30.62672135
279,153.20516957,-29.84730967
280,150.71926359,-33.74327893
281,149.7678373,-35.04962042
282,151.89714378,-32.72781985
283,146.37001477,-33.3020507
284,151.42399919,-33.27887881
285,149.11760388,-32.78084893
286,152.92079616,-29.14836546
287,145.66554051,-34.03428141
288,153.24546363,-28.61953906
289,151.06795105,-33.78146266
290,152.11554661,-28.616807
291,150.55646726,-34.63720417
292,151.10052731,-33.88193654
293,150.92651629,-33.92737026
294,151.96373408,-32.44098867
295,150.88817656,-34.40828576
296,151.27426388,-33.79039177
297,153.197123,-29.46511605
298,149.16958575,-29.69017255
299,148.8279438,-36.40197519
300,146.97504704,-36.0217158
301,151.34222054,-33.41312582
302,150.11220338,-36.06150041
303,145.88055131,-34.83201445
304,150.72183993,-34.05718992
305,149.19406209,-35.56628315
306,150.96509213,-33.8673115
307,145.78215598,-29.25602604
308,150.56435556,-34.06489559
309,148.76076963,-33.27776211
310,152.14829006,-32.71059796
311,150.81403291,-31.73960093
312,149.19152234,-35.94680429
313,152.35102541,-31.70366417
314,149.5946091,-33.42083356
315,151.23055989,-31.98275691
316,149.38953099,-32.0478448
317,151.59048505,-33.01913139
318,150.95399542,-33.80114218
319,150.73117017,-34.19888331
320,149.95362819,-32.28894099
321,151.01646326,-33.96115406
322,147.31014089,-31.05324647
323,151.58978451,-31.00159495
324,151.31850571,-33.63726568
325,142.56201033,-33.23170939
326,150.90362368,-33.76252119
327,145.95277006,-30.08873182
328,145.53922752,-35.62021774
329,150.19766261,-35.81389623
330,149.08130015,-33.65792709
331,148.18043354,-35.54121464
332,149.27031795,-33.54399707
333,149.31592488,-34.13365079
334,148.53931735,-29.51688582
