,lon,lat
262,153.56772457,-28.26453791
263,149.79016405,-29.92262299
264,147.39720838,-34.13441195
265,151.25858118,-33.88904922
266,150.01306147,-34.70858048
267,147.24791934,-33.52570208
268,149.51290872,-33.8514966
269,144.1125408,-29.67969319
270,147.96274435,-32.03757827
271,151.47738929,-32.81356523
272,147.81470285,-30.73929955
273,150.87364842,-33.88733319
274,147.58092714,-33.31423319
275,152.36351684,-31.61691344
276,150.63746565,-35.0822092
277,144.18868784,-35.58556901
278,150.65992275,-32.37684776
279,151.60450055,-32.73961633
280,153.07364382,-30.35026403
281,152.58567435,-28.88068104
282,148.6148932,-31.36420929
283,151.08988315,-31.01377836
284,149.21329347,-35.75478374
285,150.83677188,-34.0149857
286,149.58411465,-28.88835303
287,152.19783983,-30.40853002
288,147.19912492,-34.37377653
289,151.72034079,-29.34844454
290,151.12200806,-33.59585316
291,152.90384089,-30.72468271
292,146.81941511,-33.77573469
293,145.672937,-34.02015199
294,151.04676569,-33.85645374
295,150.45079647,-34.47431251
296,146.23019324,-34.20094447
297,150.92757827,-33.9273764
298,145.80352191,-35.66877385
299,149.00924206,-33.98865506
300,151.05260758,-33.77767939
301,147.13820492,-30.56455293
302,150.69234664,-31.50833882
303,150.58015642,-34.82947851
304,151.20632989,-33.22594743
305,152.61641985,-31.90925904
306,151.47741367,-33.09552094
307,147.98428731,-35.77437506
308,149.83523061,-35.0828722
309,149.82210852,-32.38806854
310,151.27435522,-33.79102507
311,149.36957156,-33.00457192
312,150.78097037,-34.53310257
313,151.01949022,-34.04108146
314,145.69560916,-35.90043396
315,149.31380507,-31.95512617
316,152.29423978,-32.07894272
317,149.9594421,-36.72377752
318,151.29181057,-33.68710675
319,150.76926783,-29.00083627
320,150.71719081,-34.8153493
321,150.30302872,-28.6355898
322,150.29892008,-31.49306227
323,150.86834227,-33.55149704
324,151.61241711,-32.93685184
325,150.87917682,-34.43862555
326,152.9178915,-30.70299882
327,147.82449585,-34.43083996
328,151.13741094,-34.04854214
329,151.54619855,-32.70881008
330,141.45902895,-31.95767729
331,153.29957162,-28.8153704
332,150.6924438,-31.28433451
333,148.61905403,-32.25384515
334,149.88198693,-36.69466499
335,144.9599604,-35.54361805
336,151.01036451,-33.73418538
337,149.63439429,-33.42045663
338,149.22721652,-35.37159678
339,146.93772605,-36.04778919
340,152.721232,-31.44804964
341,146.06076479,-34.28088616
342,148.5553767,-29.5469281
343,150.45218225,-35.36257224
344,141.95981682,-34.06810905
345,146.58553251,-30.74569303
346,151.34300692,-33.41384124
347,151.02857724,-29.22655377
348,148.16728269,-33.89883931
349,150.75309229,-34.02603073
350,151.67254145,-30.51197633
351,152.14690664,-32.70798027
352,149.78703554,-30.34246036
353,153.53273728,-28.21062357
354,151.21775732,-33.74212914
355,152.94533685,-29.68669149
356,149.14760019,-36.21740389
357,149.09784045,-33.27899275
358,152.51120386,-32.21772403
359,150.664515,-33.76879544
360,149.88589506,-32.4350176
361,151.17148675,-32.54706402
362,147.36206796,-35.1304436
363,149.71422225,-34.74495055
364,150.54415791,-34.7667684
365,151.02484282,-33.90983039
366,148.20136626,-35.35357208
367,151.19299717,-33.90427973
368,147.32994608,-32.28972012
369,153.39911314,-28.68430748
370,151.11745577,-29.78105239
371,151.70693069,-32.91057484
372,147.05530299,-33.57276436
373,145.69421025,-35.89990095
374,148.17809712,-33.13498905
375,146.72713345,-35.22062898
376,148.38674081,-30.93917351
377,144.83459508,-34.49835236
378,150.1538844,-33.49743321
379,150.20377142,-35.71555009
380,151.515828,-33.24560203
381,143.48365767,-35.14227613
382,143.39858473,-31.56936096
383,149.56599134,-32.35940733
384,149.58411465,-28.88835303
385,149.02866692,-34.12959621
386,148.8975073,-34.83841626
387,146.40553304,-33.28414132
388,151.7484006,-29.74042505
389,150.44363297,-34.45525909
390,153.33683559,-29.42838347
391,150.91618804,-31.09504013
392,150.89275581,-33.87574459
393,152.5853672,-28.89168837
394,145.81641864,-31.50019412
395,149.8067618,-31.31596358
396,150.89770665,-32.26100563
397,152.33555856,-31.85750444
398,150.11563282,-36.19917515
399,153.52092835,-28.5350187
400,150.25796102,-30.99582311
401,153.56805102,-28.84398997
402,153.10412946,-30.30392347
403,151.03410883,-33.85279871
404,148.29873409,-34.31405296
405,150.31097002,-33.68700061
406,149.83633482,-29.46450947
407,146.37887224,-35.99356277
408,152.01395323,-29.04532235
409,148.70961445,-33.82901519
410,146.39397663,-34.55118961
411,148.25544457,-36.39334288
412,150.89881071,-33.75903162
413,150.97554976,-32.7844333
414,145.51996883,-33.47445728
415,144.18868784,-35.58556901
416,145.94587389,-30.08268274
417,151.34028306,-32.84417799
418,150.62729503,-35.09557782
419,150.82470915,-33.60496399
420,151.6028227,-31.01788171
421,151.75336888,-32.41643551
422,144.75114534,-36.0881696
423,148.92746447,-32.55629032
424,150.83302449,-34.69204884
425,152.8566629,-30.82906825
426,150.36958198,-30.07326033
427,149.19765663,-36.92449304
428,148.65440131,-31.70153872
429,151.21663891,-33.8298891
430,144.1125408,-29.67969319
431,152.89961085,-31.4471259
432,147.96854,-29.44969548
433,150.59658274,-34.22515043
434,151.09083894,-33.96595081
435,149.72742639,-35.61209489
436,148.24515349,-32.23764658
437,152.84858159,-31.08409817
438,147.9751253,-35.77352992
439,149.88073682,-37.07695006
440,148.10670748,-30.03563046
441,151.10016952,-33.80744013
442,149.45926916,-34.43695882
443,144.27251464,-32.9455419
444,147.19148034,-31.5606164
445,151.30451137,-33.66601403
446,145.89033063,-34.82122481
447,150.06111816,-34.68698487
448,148.02587256,-34.64174913
449,150.82639236,-34.56837044
450,147.23607366,-33.9456467
451,150.78244132,-33.78120359
452,148.612581,-36.4281197
453,153.04389802,-28.8657792
454,151.94888994,-32.01629794
455,148.92082131,-30.46833774
456,149.86544428,-33.70824708
457,151.20938601,-32.01925541
458,147.12904702,-33.07568026
459,150.9056742,-34.35731307
460,151.63873084,-33.06934499
461,151.75467905,-32.74363511
462,152.80139618,-31.61544025
463,149.20559255,-33.55721787
464,147.00070818,-34.82599822
465,153.37951817,-29.07834903
466,151.41308896,-33.45497085
467,150.57252692,-29.87187049
468,146.34232384,-34.94729973
469,148.00353698,-33.37840157
470,150.96409297,-33.85899667
471,150.9362298,-33.91667454
472,141.829873,-29.52113009
473,146.9265026,-30.00978073
474,149.35653313,-32.07420922
475,150.81165815,-34.08060082
476,151.25824117,-33.88898629
477,149.57868264,-33.02412456
478,150.10655925,-35.97040486
479,153.18408085,-30.08785413
480,146.0080138,-35.97728536
481,142.42151513,-32.32915949
482,151.27890996,-33.76888694
483,153.20021935,-28.60259088
484,150.74374449,-34.92606893
485,152.52527231,-28.46100235
486,150.60218036,-30.38418594
487,151.32386671,-33.50703458
488,149.9900026,-32.84984564
489,151.59720798,-33.01080285
490,149.42865867,-30.23557836
491,143.58314605,-34.60126101
492,151.10372526,-33.68873802
493,150.36877616,-32.13754721
494,150.60088907,-29.55728619
495,151.01856431,-34.04433534
496,150.89491697,-33.94208338
497,152.64572227,-31.84345237
498,152.45904016,-30.30172591
499,145.5626522,-35.72375311
500,150.73632323,-30.74444843
501,147.59552787,-34.86999245
502,142.20888074,-34.17776644
503,152.06082163,-32.73692155
504,148.19831675,-32.72056931
505,150.29892008,-31.49306227
506,152.83128072,-30.40150841
507,147.07785876,-34.33804633
508,146.57943906,-34.74573252
509,150.64171728,-33.89223597
510,150.80791147,-31.73513937
511,149.57591981,-32.60937446
512,148.53118292,-34.02833382
513,151.37015372,-32.66628426
514,151.42961973,-33.28676595
515,150.36937157,-28.72853887
516,151.08543381,-33.91742209
517,150.94898386,-33.79007564
518,147.83217199,-31.68200133
519,150.71771222,-33.57704439
520,150.60879476,-34.866872
521,153.59108193,-28.66072281
522,152.20489859,-32.40251477
523,149.89970968,-36.889485
524,149.23699232,-34.78520183
525,146.61511515,-33.84044406
526,148.72033144,-33.23134594
527,151.20894526,-33.87605221
528,149.00826495,-35.04007043
529,147.65672662,-33.12517325
530,153.39627265,-28.45286057
531,153.18944898,-29.4896019
532,150.34323395,-34.56473866
533,146.19099849,-32.36433547
534,145.14271575,-30.65496361
535,148.71070748,-33.54934479
536,148.3786186,-34.59002251
537,152.96952982,-28.59609121
538,145.62407084,-29.29768366
539,149.76861703,-31.86060668
540,149.35601282,-35.20055246
541,151.69581558,-30.21088652
542,150.42602291,-33.71529084
543,147.09654524,-35.32900427
544,150.19416578,-35.81671761
545,149.80371173,-29.93724801
546,151.16855944,-31.37754651
547,142.76022992,-34.54455722
548,148.10411944,-35.0654825
549,153.44121989,-28.85070953
550,150.95360396,-33.44329128
551,150.65992275,-32.37684776
552,151.47397716,-33.36353988
553,149.20922724,-35.77848757
554,151.62108026,-32.76367374
555,148.72671191,-34.48772205
556,150.69133421,-31.50889861
557,153.0307508,-30.90320132
558,150.00769834,-33.36496958
559,149.0208843,-28.99142558
560,146.64745557,-35.91816417
561,147.21099649,-35.71442527
562,152.53881365,-32.02424192
563,151.56285211,-33.14857614
564,147.31693516,-29.16305683
565,147.80042629,-30.74358058
566,151.23525246,-33.9392511
567,151.72034079,-29.34844454
568,147.83500167,-34.06631246
569,148.71592493,-35.9989627
570,150.18893514,-30.4723406
571,149.81756007,-35.42828034
572,151.17827798,-33.80009984
573,153.56218746,-28.33997057
574,150.56133037,-34.06861993
575,151.47719509,-33.09542852
576,150.00775827,-36.40552686
577,149.25665949,-36.59552793
578,147.70212511,-35.38443544
579,148.5138646,-31.33606711
580,153.36634642,-28.33087158
581,151.0834794,-34.02678226
582,149.90879833,-35.039322
583,151.16300265,-33.06343691
584,150.99969527,-33.81300827
585,150.5691996,-34.59336694
586,152.46422239,-31.90013521
587,151.06253105,-33.77373449
588,149.62707635,-36.60051319
589,146.39381911,-31.60093494
590,149.55823798,-33.41009344
591,150.80353963,-34.48656714
592,147.5291968,-34.44158377
593,151.67904652,-32.97837687
594,150.85154485,-34.00695506
595,151.90016587,-32.71466928
596,149.83424374,-34.35498643
597,151.06988256,-30.16287855
598,151.02472513,-33.95842909
599,152.10949437,-28.59683653
600,148.82116965,-36.38828121
601,148.8490162,-33.04016828
602,151.14476409,-33.74215959
603,149.23864962,-31.21105672
604,147.22989675,-34.8212833
605,149.28904433,-31.65661317
606,150.1926168,-29.33320986
607,151.14228609,-33.90122744
608,144.05055192,-35.07955664
609,151.07875789,-31.00305804
610,145.68010114,-35.37221596
611,142.62676335,-33.38059649
612,152.30953773,-32.11191133
613,147.96274435,-32.03757827
614,150.82196753,-33.7433747
615,150.70791277,-34.07050748
616,150.98218307,-34.203624
617,150.71693327,-33.7456025
618,149.0677508,-29.93935573
619,150.83923537,-33.92928071
620,152.38610422,-31.54471777
621,151.76081436,-32.92184137
622,145.69611049,-33.98355004
623,150.89097992,-33.68370006
624,151.48497894,-30.62921415
625,152.92213732,-29.93426733
626,147.79139935,-33.79456268
627,151.47780544,-32.81265937
628,145.80558371,-35.66953657
629,147.57720503,-32.66755744
630,146.04677673,-34.55070449
631,150.86833803,-32.03776075
632,150.58145788,-33.69682266
633,150.50622394,-35.22943071
634,151.09387038,-33.86594382
635,149.51025252,-33.85613759
636,151.13604273,-33.96248719
637,149.64288029,-36.86146496
638,143.0454271,-30.51272839
639,152.70732078,-29.53034769
640,151.6326388,-32.91458582
641,146.31544724,-35.49965324
642,151.15066086,-33.85303436
643,146.57917528,-34.27739632
644,150.01895484,-30.69105318
645,152.52248808,-30.86242581
646,149.44831128,-35.55894054
647,148.40123308,-33.50706461
648,153.00175616,-30.57717488
649,150.95020491,-33.70757431
650,149.62360239,-35.11127182
651,150.44702835,-33.72014927
652,152.70564215,-29.53564213
653,149.22833489,-35.37134524
654,145.6994581,-35.90246206
655,151.56954736,-33.14593599
656,151.19085919,-33.90419398
657,144.82194309,-34.49787616
658,148.651241,-31.7008482
659,150.91376939,-31.0965902
660,153.00935804,-30.88033341
661,141.45902895,-31.95767729
662,153.56772457,-28.26453791
663,149.0974408,-33.27737223
664,150.59566647,-34.86576321
665,149.19328216,-36.9100489
666,150.94425737,-33.7939591
667,147.00254795,-35.63312544
668,152.57796764,-31.96518009
669,149.84806615,-29.47167143
670,145.81641864,-31.50019412
671,146.04688773,-34.28444157
672,150.90557098,-34.35746169
673,144.85637273,-35.8050281
674,147.12512114,-33.08846683
675,151.66372238,-30.51181619
676,141.95981682,-34.06810905
677,150.20400476,-35.73968358
678,153.30006595,-28.81503268
679,152.12922908,-32.72062809
680,151.32508665,-33.5074738
681,151.16288221,-32.55886386
682,153.07782617,-30.35262146
683,150.71784529,-33.74440257
684,148.61082965,-34.71445872
685,146.92453067,-36.05714845
686,148.6015667,-29.57614371
687,150.01492367,-34.70905181
688,150.86234876,-33.89866861
689,149.57470482,-32.60972544
690,152.80164645,-31.61543014
691,151.12039253,-29.78403049
692,150.6714243,-33.77132121
693,148.17793304,-33.13424095
694,148.65558276,-32.25225294
695,150.03528834,-30.66023396
696,151.07227359,-33.85139096
697,148.30178099,-34.30702863
698,149.12426338,-36.20838882
699,150.9004894,-32.25817741
700,151.99779219,-29.04532752
701,146.56797817,-34.75675193
702,150.4291697,-34.49121138
703,149.89917444,-36.88884618
704,149.58180622,-33.41314694
705,145.94587389,-30.08268274
706,148.92235369,-30.34055202
707,148.17773608,-35.54019947
708,146.37887224,-35.99356277
709,153.3363154,-29.42242057
710,145.80756078,-35.67102426
711,148.26921621,-36.39789391
712,143.79377557,-35.1891626
713,150.46399249,-35.3320665
714,147.19148034,-31.5606164
715,149.51275273,-31.45957567
716,148.69039327,-33.84584696
717,151.2821423,-33.74019952
718,150.82555989,-34.56771997
719,143.39858473,-31.56936096
720,151.07161618,-33.96245385
721,148.38420916,-30.93950616
722,151.74389973,-29.74565801
723,153.60389681,-28.65550607
724,150.11934507,-36.15628444
725,147.55382652,-34.44061058
726,150.77088119,-34.00889495
727,153.0431812,-28.8657781
728,152.89961085,-31.4471259
729,151.34810445,-32.84344834
730,152.30498377,-32.11353923
731,150.80455717,-31.70432017
732,151.10497265,-33.79653474
733,150.14812069,-33.49153657
734,151.60088957,-32.66240507
735,151.47395928,-33.36352523
736,150.35001026,-30.09262669
737,150.90405246,-33.68611102
738,149.25023485,-34.80188185
739,145.52410846,-33.4787174
740,146.31164834,-33.77683136
741,149.9871909,-32.85435796
742,152.44906424,-30.29968172
743,152.82023472,-31.07190978
744,152.5853672,-28.89168837
745,152.74000496,-30.32781116
746,148.24661089,-32.23669357
747,150.6953946,-35.03627416
748,151.13988584,-33.8958664
749,149.95531102,-32.07836678
750,148.01147512,-34.62029126
751,150.92335199,-33.92110325
752,141.829873,-29.52113009
753,153.19293389,-30.08361247
754,149.41346905,-30.19936204
755,150.59515447,-34.23034602
756,153.56801216,-28.84395665
757,149.71332975,-34.74521488
758,144.1125408,-29.67969319
759,148.91267868,-34.83485273
760,151.04324598,-34.03371115
761,142.76022992,-34.54455722
762,151.12172742,-34.04107845
763,147.83217199,-31.68200133
764,150.78824171,-33.62116995
765,146.9265026,-30.00978073
766,150.88802734,-32.03513718
767,149.77574884,-35.4898908
768,151.94114531,-32.41711528
769,143.51299727,-34.71929135
770,150.78225735,-33.7810925
771,151.63398069,-32.92310852
772,147.22542984,-33.8919324
773,151.88140059,-31.40566777
774,152.51162697,-32.19198576
775,149.28598029,-33.75030063
776,148.65747382,-36.42052644
777,151.20716105,-33.87502469
778,152.94533685,-29.68669149
779,142.42151513,-32.32915949
780,152.95795339,-30.66550066
781,149.78841104,-30.31517555
782,146.39426505,-34.55087873
783,150.25505233,-30.99785926
784,147.72247661,-35.37322252
785,149.86701461,-33.69996978
786,152.46372789,-31.90086947
787,149.02559941,-29.00332874
788,144.27251464,-32.9455419
789,150.52262196,-29.54474494
790,151.58259904,-30.98890359
791,152.00708206,-32.70988739
792,150.29193472,-28.64921213
793,150.28214142,-33.61979386
794,150.00601897,-36.4041749
795,147.41244806,-32.39790204
796,150.81499504,-34.075587
797,151.41316098,-33.45496651
798,144.19074043,-35.58662374
799,148.7596506,-34.42780554
800,149.45136649,-34.43636337
801,151.20691835,-33.82098695
802,153.36307552,-28.33537691
803,153.37944452,-29.07934709
804,148.00157648,-33.37967811
805,148.80440949,-33.10400871
806,150.9699694,-33.73482641
807,148.18810045,-33.89705222
808,145.55004554,-35.62679337
809,146.00893565,-35.97739557
810,151.02341341,-33.71217755
811,149.27881797,-31.26954603
812,150.58748445,-30.39136274
813,145.89033063,-34.82122481
814,144.75219454,-36.09563445
815,148.10670748,-30.03563046
816,150.73483748,-34.86856458
817,147.14638704,-34.82020958
818,152.54804998,-28.46389068
819,146.72599806,-35.18493818
820,145.14271575,-30.65496361
821,144.96687172,-35.51635361
822,149.56785181,-32.36098132
823,146.30155409,-32.2147072
824,145.57315006,-35.81093381
825,149.60461814,-36.76357736
826,151.30590944,-33.65836209
827,151.51604621,-33.24611785
828,149.15303702,-31.79743575
829,142.20888074,-34.17776644
830,150.74060678,-30.74548971
831,152.55780348,-30.82554207
832,147.96854,-29.44969548
833,146.78216209,-34.31632438
834,150.84037014,-34.66424073
835,151.69462641,-32.40680349
836,146.35600648,-33.23236764
837,151.11021673,-33.69758139
838,151.6970871,-32.93397935
839,152.98018906,-28.59471858
840,148.20635796,-35.30352663
841,151.5902608,-33.01988435
842,147.59372551,-34.86879844
843,151.23049763,-33.95283682
844,153.5219184,-28.53603031
845,151.02421447,-33.90288088
846,150.72227205,-34.06004951
847,150.85176889,-33.54012637
848,151.51490427,-32.75329492
849,153.55768776,-28.36516283
850,151.34384917,-33.41424573
851,147.98573126,-35.77879732
852,147.33349537,-35.71900041
853,153.11587519,-30.27592168
854,153.42107639,-28.46044527
855,152.72170795,-31.44837882
856,148.3585459,-34.54545679
857,150.68721477,-33.56108223
858,151.79159154,-32.73664345
859,150.8015633,-34.48789622
860,149.87647671,-36.6878812
861,151.36379701,-32.66372013
862,150.87856,-34.43903912
863,150.94279544,-33.86712422
864,149.8876192,-32.49392543
865,150.99764816,-33.82075333
866,151.02453793,-33.41148702
867,151.67444139,-30.21146739
868,151.12872854,-33.96322894
869,150.57734882,-29.8718026
870,149.03477905,-34.07961136
871,148.24737163,-34.8789324
872,149.00327357,-35.04150028
873,148.59634794,-32.25547423
874,148.17658567,-32.70877714
875,150.52524701,-32.32878985
876,147.82074292,-33.97545077
877,150.46937867,-29.00719173
878,150.60267997,-35.12092287
879,151.06988256,-30.16287855
880,145.62407084,-29.29768366
881,152.33822678,-31.85903002
882,149.88073682,-37.07695006
883,153.19524145,-29.49545792
884,151.24236511,-33.9169595
885,151.48553751,-30.62971677
886,150.67603977,-31.43265917
887,148.70706907,-35.99821285
888,149.04173845,-30.92449775
889,152.22006873,-32.40131223
890,146.64527528,-35.94561234
891,149.57524047,-33.0313123
892,150.56553696,-34.0689883
893,151.14530979,-33.83635025
894,152.41499755,-31.56452187
895,152.5057854,-32.36079279
896,143.0454271,-30.51272839
897,148.5138646,-31.33606711
898,146.99709333,-36.02616006
899,149.74457318,-31.76301397
900,151.9408008,-30.46433334
901,150.82209724,-33.74386998
902,149.83523061,-35.0828722
903,147.96615374,-32.0339233
904,149.37352912,-35.19523325
905,151.27273089,-33.7881622
906,151.42928045,-33.28659366
907,147.24443874,-34.31482837
908,148.08458136,-35.06981151
909,151.07993337,-31.01586402
910,150.83823761,-29.57032371
911,147.31693516,-29.16305683
912,153.23326415,-28.62024515
913,152.97323651,-31.11346179
914,151.62235918,-32.7663628
915,152.95341246,-30.46828447
916,151.95141596,-32.00693104
917,153.52585253,-28.20272539
918,152.14041919,-28.56331766
919,147.36374813,-35.12973411
920,150.98221592,-34.20335848
921,151.17407822,-33.75239203
922,149.32789971,-35.66803481
923,151.00682439,-33.95255385
924,153.43946545,-28.85268392
925,149.58497231,-33.86724341
926,151.75417312,-29.41965353
927,142.62676335,-33.38059649
928,149.06989191,-32.26067119
929,149.83404383,-34.3574019
930,150.86728566,-33.98154746
931,146.64545449,-35.58850785
932,148.69717699,-33.5382684
